,FIPS,state,county,year,commodity,harvested_area_acre,FIPS_ST,production_bushel&tons,is_chesapeake,harvested_area,conv_factor_production_kg,production_kg,average_yield_raw,average_yield,yield_nitrogen_content,yield_nitrogen,residue_ratio,residue_nitrogen_content,dry_matter,residue_nitrogen,domestic_crop_nitrogen_area,domestic_crop_nitrogen,fertilizer_nitrogen_application_rate,fertilizer_nitrogen_application_area,fertilizer_nitrogen,biological_nitrogen_fixation_rate,biological_nitrogen_fixation_area,biological_nitrogen_fixation,total_new_input_nitrogen,crop_processing_ratio,domestic_crop_processing_nitrogen,nitrogen_waste2,nitrogen_recycling_rate1,nitrogen_recycling1,nitrogen_loss2,export_crop_processing_nitrogen,import_crop_processing_nitrogen,selfloop_crop_processing_nitrogen,processed_crop_nitrogen,diet_composition_broiler_ratio,diet_composition_layer_ratio,diet_composition_pig_ratio,diet_composition_cowbeef_ratio,diet_composition_cowmilk_ratio,nitrogen_content_diet_broiler,nitrogen_content_diet_layer,nitrogen_content_diet_pig,nitrogen_content_diet_cowbeef,nitrogen_content_diet_cowmilk,feed-crop_ratio,feed_nitrogen,recycled_nitrogen_crop_share,nitrogen_recycling1_total,nitrogen_recycling1_from_crop,nitrogen_recycling2_total,nitrogen_recycling2_from_manure,recycled_manure_appl_rate,limit_recycled_manure_appl_rate,nitrogen_recycling2_from_manure_limit,excess_recycled_nitrogen_manure,total_recycled_nitrogen_input,total_nitrogen_input,nitrogen_loss1,category,nitrogen_in_harvest,nue
92,24027,MARYLAND,HOWARD,2017.0,corn_silage,222.0,24,4339.0,True,89.84029199999999,1000.0,4339000.0,19.545045045045047,48296.815419967694,0.37,178.69821705388048,0.0,0.0,35.0,0.0,178.69821705388048,16054.300000000001,7.0,153.3699684684685,13778.802751238001,0.0,0.0,0.0,13778.802751238001,1.0,16054.300000000001,0.0,0.0,0.0,0.0,16054.300000000003,1853.2522903145934,0.0,1853.2522903145934,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.337265555458663,625.0381630979907,0.05178682120122623,55400.45640181817,2869.0135301472865,35234.94251920772,1824.7056682776936,18.0826687847339,312.8,1824.7056682776936,0.0,4693.71919842498,13778.802751238001,2418.2219496629787,6,16054.300000000001,1.165144772723998
93,24027,MARYLAND,HOWARD,2017.0,other_hay,3903.0,24,10648.0,True,1579.489458,1000.0,10648000.0,2.728157827312324,6741.418846494131,1.65,111.23341096715316,0.0,0.0,87.0,0.0,111.23341096715316,175692.0,50.0,152.91324622085574,241524.8603944,0.0,0.0,0.0,241524.8603944,1.0,175692.0,0.0,0.0,0.0,0.0,175692.0,12760.405796614381,0.0,12760.405796614381,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.337265555458663,4303.645348873092,-0.0,55400.45640181817,-0.0,35234.94251920772,-0.0,-0.0,0.0,0.0,-0.0,0.0,241524.8603944,65832.86039439999,6,175692.0,0.7274282229709286
94,24027,MARYLAND,HOWARD,2017.0,wheat_grain,984.0,24,67303.0,True,398.211024,27.27272727272727,1835536.3636363635,68.39735772357723,4609.456426390555,2.3,106.01749780698276,1.32,0.75,88.0,45.63361862126649,151.65111642824925,60389.14636363636,1.25,95.84179751016259,38165.2603285225,0.0,0.0,0.0,38165.2603285225,0.6990881458966566,42217.336363636365,18171.809999999998,0.35,6360.133499999999,11811.676499999998,22293.57444655244,73594.59409464087,19923.761917083924,93518.3560117248,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.337265555458663,31540.52028587536,0.5057815003393337,55400.45640181817,28020.525958395436,35234.94251920772,17821.18209173506,39.84410630265969,663.6,17821.18209173506,0.0,45841.708050130495,38165.2603285225,23617.82201501663,7,42217.33636363636,1.1061718431954615
95,24029,MARYLAND,KENT,2017.0,alfalfa_hay,1117.0,24,4731.0,True,452.034262,1000.0,4731000.0,4.235452103849597,10466.020825651485,2.59,271.06993938437347,0.0,0.0,87.0,0.0,271.06993938437347,122532.9,0.0,0.0,0.0,75.0,356.0956356311549,122532.9,122532.9,1.0,122532.9,0.0,0.0,0.0,0.0,96923.9298703709,133010.5589355391,25608.970129629088,158619.52906516817,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.215986475354495,34259.67300517555,0.0,960196.4696163632,0.0,369211.59333603893,0.0,0.0,0.0,0.0,0.0,0.0,122532.9,0.0,7,122532.9,1.0
96,24029,MARYLAND,KENT,2017.0,corn_grain,43262.0,24,7117511.0,True,17507.525732,25.454545454545453,181173007.27272725,164.52108085617863,10348.2930738512,1.2,124.1795168862144,0.845,0.8,84.5,69.95446117923412,194.1339780654485,3398805.6164363627,1.0,184.42813163977624,3228880.2603880656,0.0,0.0,0.0,3228880.2603880656,0.6396588486140725,2174076.087272727,1224729.5291636358,0.35,428655.3352072725,796074.1939563632,2174076.087272727,2597078.2169896215,0.0,2597078.2169896215,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.215986475354495,560933.7703075247,0.26851846904654714,960196.4696163632,257830.48600528526,369211.59333603893,99140.13179682952,5.041567425292982,257.6,99140.13179682952,0.0,356970.6178021148,3228880.2603880656,187045.26175381755,6,2174076.087272727,0.6733219915102809
97,24029,MARYLAND,KENT,2017.0,corn_silage,2644.0,24,51844.0,True,1069.9897839999999,1000.0,51844000.0,19.608169440242058,48452.799059621684,0.37,179.2753565206002,0.0,0.0,35.0,0.0,179.2753565206002,191822.8,7.0,153.86530559757944,164634.305101448,0.0,0.0,0.0,164634.305101448,1.0,191822.8,0.0,0.0,0.0,0.0,151732.47033848203,145413.53504859185,40090.32966151797,185503.86471010983,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.215986475354495,40066.32590337371,0.0429636470719768,960196.4696163632,41253.54224035552,369211.59333603893,15862.676590971798,13.198898827586218,312.8,15862.676590971798,0.0,57116.21883132732,164634.305101448,29927.72393277532,7,191822.8,1.165144772723998
98,24029,MARYLAND,KENT,2017.0,other_hay,1157.0,24,3410.0,True,468.221702,1000.0,3410000.0,2.9472774416594643,7282.8747267250765,1.65,120.16743299096375,0.0,0.0,87.0,0.0,120.16743299096375,56264.99999999999,50.0,165.19490060501298,77347.83752300001,0.0,0.0,0.0,77347.83752300001,1.0,56264.99999999999,0.0,0.0,0.0,0.0,44505.80141461125,222295.95253075802,11759.198585388744,234055.15111614676,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.215986475354495,50552.74712814024,-0.0,960196.4696163632,-0.0,369211.59333603893,-0.0,-0.0,0.0,0.0,-0.0,0.0,77347.83752300001,21082.837523000017,7,56264.99999999999,0.7274282229709284
99,24029,MARYLAND,KENT,2017.0,soybean,47110.0,24,2449545.0,True,19064.75746,27.27272727272727,66805772.72727272,51.9962852897474,3504.1501507395897,4.8,168.1992072355003,0.87,2.0,87.0,60.97221262286885,229.17141985836915,4369097.536363635,0.0,0.0,0.0,5.3,308.9255297919762,4369097.536363635,4369097.536363635,0.7339449541284404,3206677.0909090904,1162420.4454545449,0.35,406847.15590909065,755573.2895454542,3206677.0909090904,3265796.269509311,0.0,3265796.269509311,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.215986475354495,705367.8254771745,0.0,960196.4696163632,0.0,369211.59333603893,0.0,0.0,0.0,0.0,0.0,0.0,4369097.536363635,0.0,6,3206677.0909090904,0.7339449541284404
100,24029,MARYLAND,KENT,2017.0,wheat_grain,16960.0,24,1319513.0,True,6863.47456,27.27272727272727,35986718.18181818,77.80147405660378,5243.221617159776,2.3,120.59409719467483,1.32,0.75,88.0,51.90789400988179,172.50199120455662,1183963.028181818,1.25,109.01931552181604,748251.2986325974,0.0,0.0,0.0,748251.2986325974,0.6990881458966565,827694.5181818181,356268.51,0.35,124693.9785,231574.5315,827694.5181818181,662255.5721481983,0.0,662255.5721481983,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.215986475354495,143038.24681216382,0.6885178838814761,960196.4696163632,661112.4413707224,369211.59333603893,254208.78494823762,32.97519616073837,663.6,254208.78494823762,0.0,915321.22631896,748251.2986325974,479609.4967697393,6,827694.5181818181,1.1061718431954617
101,24031,MARYLAND,MONTGOMERY,2017.0,alfalfa_hay,506.0,24,1636.0,True,204.771116,1000.0,1636000.0,3.233201581027668,7989.408037410901,2.59,206.9256681689423,0.0,0.0,87.0,0.0,206.9256681689423,42372.399999999994,0.0,0.0,0.0,75.0,271.8314229249012,42372.399999999994,42372.399999999994,1.0,42372.399999999994,0.0,0.0,0.0,0.0,40380.24663219431,29958.09042792642,1992.1533678056917,31950.243795732113,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.0921325561605468,2943.657630853451,0.0,316869.73937818175,0.0,64034.08403567662,0.0,0.0,0.0,0.0,0.0,0.0,42372.399999999994,0.0,7,42372.399999999994,1.0
102,24031,MARYLAND,MONTGOMERY,2017.0,corn_grain,11977.0,24,2107892.0,True,4846.924222,25.454545454545453,53655432.72727273,175.99499039826333,11069.99620165977,1.2,132.83995441991723,0.845,0.8,84.5,74.83317432322005,207.67312874313728,1006575.9179636365,1.0,197.29038423645318,956251.5421233518,0.0,0.0,0.0,956251.5421233518,0.6396588486140725,643865.1927272729,362710.7252363636,0.35,126948.75383272725,235761.97140363633,548744.0248154345,71062.06222596811,95121.16791183846,166183.23013780656,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.0921325561605468,15310.885783612537,0.2169000874864323,316869.73937818175,68729.07419293062,64034.08403567662,13888.998429451816,2.5512061905981462,257.6,13888.998429451816,0.0,82618.07262238245,956251.5421233518,32293.696782097802,7,643865.1927272727,0.6733219915102812
103,24031,MARYLAND,MONTGOMERY,2017.0,corn_silage,265.0,24,4367.0,True,107.24179,1000.0,4367000.0,16.47924528301887,40721.06592029097,0.37,150.66794390507658,0.0,0.0,35.0,0.0,150.66794390507658,16157.900000000001,7.0,129.31263773584908,13867.718740414002,0.0,0.0,0.0,13867.718740414002,1.0,16157.900000000001,0.0,0.0,0.0,0.0,15398.230618476473,15947.626012391489,759.6693815235292,16707.295393915017,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.0921325561605468,1539.2858311707203,0.009870773502298473,316869.73937818175,3127.7494271343794,64034.08403567662,632.0659399433105,5.247339878774653,312.8,632.0659399433105,0.0,3759.81536707769,13867.718740414002,1469.6341074916927,7,16157.900000000001,1.165144772723998
104,24031,MARYLAND,MONTGOMERY,2017.0,other_hay,7495.0,24,20273.0,True,3033.12157,1000.0,20273000.0,2.704869913275517,6683.873208550623,1.65,110.28390794108527,0.0,0.0,87.0,0.0,110.28390794108527,334504.5,50.0,151.60795863909274,459845.36953190004,0.0,0.0,0.0,459845.36953190004,1.0,334504.5,0.0,0.0,0.0,0.0,318777.65266019484,124094.80895573684,15726.847339805134,139821.65629554196,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.0921325561605468,12882.126601109692,-0.0,316869.73937818175,-0.0,64034.08403567662,-0.0,-0.0,0.0,0.0,-0.0,0.0,459845.36953190004,125340.86953190004,7,334504.5,0.7274282229709285
105,24031,MARYLAND,MONTGOMERY,2017.0,soybean,14559.0,24,834356.0,True,5891.823474,27.27272727272727,22755163.636363633,57.30860636032695,3862.1597773218746,4.8,185.38366931144995,0.87,2.0,87.0,67.20158012540061,252.58524943685057,1488187.7018181814,0.0,0.0,0.0,5.3,340.4876229686105,1488187.7018181814,1488187.7018181814,0.7339449541284403,1092247.8545454543,395939.8472727272,0.35,138578.9465454545,257360.90072727267,1092247.8545454545,1549920.9740212741,0.0,1549920.9740212741,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.0921325561605468,142798.18118342443,0.0,316869.73937818175,0.0,64034.08403567662,0.0,0.0,0.0,0.0,0.0,0.0,1488187.7018181814,0.0,6,1092247.8545454543,0.7339449541284404
106,24031,MARYLAND,MONTGOMERY,2017.0,wheat_grain,7758.0,24,543302.0,True,3139.553988,27.27272727272727,14817327.272727272,70.03119360659964,4719.564412449044,2.3,108.549981486328,1.32,0.75,88.0,46.72368768324554,155.27366916957354,487490.06727272726,1.25,98.13121004124774,308088.231832265,0.0,0.0,0.0,308088.231832265,0.6990881458966565,340798.5272727272,146691.54000000004,0.35,51342.03900000001,95349.50100000002,290450.7925248612,17541.795739800484,50347.73474786597,67889.53048766646,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.0921325561605468,6254.835980368084,0.7732291390112692,316869.73937818175,245012.91575811675,64034.08403567662,49513.01966628149,14.04081506391071,663.6,49513.01966628149,0.0,294525.9354243982,308088.231832265,115124.09998393594,7,340798.5272727272,1.1061718431954615
107,24033,MARYLAND,PRINCE GEORGES,2017.0,alfalfa_hay,323.0,24,520.0,True,130.71357799999998,1000.0,520000.0,1.609907120743034,3978.163615106612,2.59,103.03443763126124,0.0,0.0,87.0,0.0,103.03443763126124,13468.0,0.0,0.0,0.0,75.0,135.35294117647058,13468.0,13468.0,1.0,13468.0,0.0,0.0,0.0,0.0,13468.0,15012.302494618998,0.0,15012.302494618998,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.0584022602910461,876.7523978586595,0.0,65503.4714981818,0.0,17113.65043076379,0.0,0.0,0.0,0.0,0.0,0.0,13468.0,0.0,6,13468.0,1.0
108,24033,MARYLAND,PRINCE GEORGES,2017.0,corn_grain,3458.0,24,485651.0,True,1399.404188,25.454545454545453,12362025.454545453,140.44274146905727,8833.777660915113,1.2,106.00533193098136,0.845,0.8,84.5,59.716336987786164,165.72166891876753,231911.5975272727,1.0,157.4363131868132,220317.03601690603,0.0,0.0,0.0,220317.03601690603,0.6396588486140724,148344.30545454542,83567.29207272729,0.35,29248.552225454547,54318.73984727274,55682.92640160167,291868.9450972675,92661.37905294377,384530.3241502113,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.0584022602910461,22457.440080820972,0.1926322523222577,65503.4714981818,12618.081249621573,17113.65043076379,3296.6410279338047,2.097342470056209,257.6,3296.6410279338047,0.0,15914.722277555378,220317.03601690603,4320.160767188703,7,148344.30545454542,0.6733219915102807
109,24033,MARYLAND,PRINCE GEORGES,2017.0,corn_silage,50.17035079428975,24,1441.4188700161828,True,20.303238581537943,1000.0,1441418.8700161828,28.73049215713758,70994.52947998591,0.37,262.67975907594786,0.0,0.0,35.0,0.0,262.67975907594786,5333.249819059876,7.0,225.44817195705858,4577.3280230157525,0.0,0.0,0.0,4577.3280230157525,1.0,5333.249819059876,0.0,0.0,0.0,0.0,5333.249819059877,2481.880244219111,0.0,2481.880244219111,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.0584022602910461,144.94741603408957,0.012558898240461426,65503.4714981818,822.6514329426305,17113.65043076379,214.9285942827913,9.42474788268689,312.8,214.9285942827913,0.0,1037.5800272254219,4577.3280230157525,281.6582311812981,6,5333.249819059876,1.165144772723998
110,24033,MARYLAND,PRINCE GEORGES,2017.0,other_hay,2217.0,24,5021.0,True,897.188862,1000.0,5021000.0,2.2647722147045557,5596.36907307037,1.65,92.3400897056611,0.0,0.0,87.0,0.0,92.3400897056611,82846.5,50.0,126.94048263419035,113889.5871563,0.0,0.0,0.0,113889.5871563,1.0,82846.5,0.0,0.0,0.0,0.0,82846.5,74278.75617429735,0.0,74278.75617429735,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.0584022602910461,4338.047252186461,-0.0,65503.4714981818,-0.0,17113.65043076379,-0.0,-0.0,0.0,0.0,-0.0,0.0,113889.5871563,31043.087156299996,6,82846.5,0.7274282229709286
111,24033,MARYLAND,PRINCE GEORGES,2017.0,soybean,3610.0,24,135853.0,True,1460.91646,27.27272727272727,3705081.818181818,37.63240997229917,2536.135309326187,4.8,121.73449484765698,0.87,2.0,87.0,44.128754382275645,165.86324922993262,242312.35090909086,0.0,0.0,0.0,5.3,223.58543736842108,242312.35090909086,242312.35090909086,0.7339449541284404,177843.92727272725,64468.423636363616,0.35,22563.948272727263,41904.47536363635,177843.92727272725,136554.51764164728,0.0,136554.51764164728,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.0584022602910461,7975.0924832257315,0.0,65503.4714981818,0.0,17113.65043076379,0.0,0.0,0.0,0.0,0.0,0.0,242312.35090909086,0.0,6,177843.92727272725,0.7339449541284404
112,24033,MARYLAND,PRINCE GEORGES,2017.0,wheat_grain,1919.0,24,144878.0,True,776.592434,27.27272727272727,3951218.181818181,75.49661281917666,5087.891677577406,2.3,117.02150858428033,1.32,0.75,88.0,50.37012760801632,167.39163619229663,129995.07818181814,1.25,105.7896287128713,82155.42525408501,0.0,0.0,0.0,82155.42525408501,0.6990881458966566,90878.01818181816,39117.05999999998,0.35,13690.970999999994,25426.08899999999,34112.22279437046,151467.70458671713,56765.7953874477,208233.49997416482,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.0584022602910461,12161.307066806716,0.7948088494372809,65503.4714981818,52062.7388156176,17113.65043076379,13602.080808547196,15.593839384473078,663.6,13602.080808547196,0.0,65664.8196241648,82155.42525408501,17825.166696431683,7,90878.01818181816,1.1061718431954612
113,24035,MARYLAND,QUEEN ANNES,2017.0,alfalfa_hay,578.0,24,2222.0,True,233.90850799999998,1000.0,2222000.0,3.8442906574394464,9499.440695846772,2.59,246.03551402243139,0.0,0.0,87.0,0.0,246.03551402243139,57549.8,0.0,0.0,0.0,75.0,323.2087370242215,57549.8,57549.8,1.0,57549.8,0.0,0.0,0.0,0.0,57549.799999999996,54245.020400501926,0.0,54245.020400501926,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.8558599192124978,46426.138777653876,0.0,1205480.8440690911,0.0,1139452.9407597256,0.0,0.0,0.0,0.0,0.0,0.0,57549.8,0.0,6,57549.8,1.0
114,24035,MARYLAND,QUEEN ANNES,2017.0,corn_grain,58350.0,24,9524237.0,True,23613.4281,25.454545454545453,242435123.63636363,163.22599828620395,10266.833032869277,1.2,123.20199639443132,0.845,0.8,84.5,69.40379130219632,192.60578769662766,4548082.919418182,1.0,182.97634407883461,4320698.744906422,0.0,0.0,0.0,4320698.744906422,0.6396588486140724,2909221.4836363634,1638861.4357818188,0.35,573601.5025236366,1065259.9332581824,2909221.4836363634,190512.8998780308,0.0,190512.8998780308,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.8558599192124978,163052.35509855012,0.3570724294662975,1205480.8440690911,430443.97366683336,1139452.9407597256,406867.22981959244,15.340324003480779,257.6,406867.22981959244,0.0,837311.2034864258,4320698.744906422,609927.0289746653,6,2909221.4836363634,0.6733219915102809
115,24035,MARYLAND,QUEEN ANNES,2017.0,corn_silage,1319.0,24,26162.0,True,533.780834,1000.0,26162000.0,19.834723275208493,49012.625282832836,0.37,181.34671354648148,0.0,0.0,35.0,0.0,181.34671354648148,96799.4,7.0,155.64307354056103,83079.28960080401,0.0,0.0,0.0,83079.28960080401,1.0,96799.4,0.0,0.0,0.0,0.0,96799.4,74820.36153607642,0.0,74820.36153607642,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.8558599192124978,64035.748579716244,0.021545356721970724,1205480.8440690911,25972.514806970936,1139452.9407597256,24549.920076566865,40.947554335441325,312.8,24549.920076566865,0.0,50522.434883537804,83079.28960080401,36802.32448434181,6,96799.4,1.1651447727239979
116,24035,MARYLAND,QUEEN ANNES,2017.0,other_hay,1735.0,24,4532.0,True,702.13021,1000.0,4532000.0,2.6121037463976946,6454.643220664156,1.65,106.50161314095857,0.0,0.0,87.0,0.0,106.50161314095857,74778.0,50.0,146.40841498559078,102797.7711596,0.0,0.0,0.0,102797.7711596,1.0,74778.0,0.0,0.0,0.0,0.0,74778.00000000001,27573.5801171267,0.0,27573.5801171267,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.8558599192124978,23599.122051443395,-0.0,1205480.8440690911,-0.0,1139452.9407597256,-0.0,-0.0,0.0,0.0,-0.0,0.0,102797.7711596,28019.7711596,6,74778.0,0.7274282229709286
117,24035,MARYLAND,QUEEN ANNES,2017.0,soybean,59334.0,24,3122609.0,True,24011.639124,27.27272727272727,85162063.63636363,52.62765025112078,3546.6992984765807,4.8,170.24156632687587,0.87,2.0,87.0,61.71256779349251,231.9541341203684,5569598.961818181,0.0,0.0,0.0,5.3,312.6766584369838,5569598.961818181,5569598.961818181,0.7339449541284403,4087779.0545454537,1481819.9072727272,0.35,518636.9675454545,963182.9397272727,4087779.0545454537,3571092.816532827,0.0,3571092.816532827,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.8558599192124978,3056355.2094581164,0.0,1205480.8440690911,0.0,1139452.9407597256,0.0,0.0,0.0,0.0,0.0,0.0,5569598.961818181,0.0,6,4087779.0545454537,0.7339449541284403
118,24035,MARYLAND,QUEEN ANNES,2017.0,wheat_grain,15865.0,24,1198332.0,True,6420.34339,27.27272727272727,32681781.818181816,75.53306019539868,5090.347950716358,2.3,117.07800286647624,1.32,0.75,88.0,50.394444712091946,167.4724475785682,1075230.6218181818,1.25,105.84070059880239,679533.6424824899,0.0,0.0,0.0,679533.6424824899,0.6990881458966565,751680.9818181817,323549.64000000013,0.35,113242.37400000004,210307.2660000001,751680.9818181816,68281.85097878022,0.0,68281.85097878022,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.8558599192124978,58439.69946237865,0.6213822138117316,1205480.8440690911,749064.3555952867,1139452.9407597256,708035.7908635662,98.1833432020073,663.6,708035.7908635662,0.0,1457100.146458853,679533.6424824899,1061403.167123161,6,751680.9818181818,1.1061718431954617
119,24037,MARYLAND,ST MARYS,2017.0,alfalfa_hay,717.0,24,2310.0,True,290.159862,1000.0,2310000.0,3.221757322175732,7961.128682918936,2.59,206.19323288760043,0.0,0.0,87.0,0.0,206.19323288760043,59829.0,0.0,0.0,0.0,75.0,270.86924686192464,59829.0,59829.0,1.0,59829.0,0.0,0.0,0.0,0.0,59790.08202507649,204829.15291151838,38.91797492351487,204868.07088644188,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,0.0576727093353359,11815.296704324754,0.0,228933.32558727267,0.0,30380.381410658614,0.0,0.0,0.0,0.0,0.0,0.0,59829.0,0.0,7,59829.0,1.0
120,24037,MARYLAND,ST MARYS,2017.0,corn_grain,9973.0,24,1372752.0,True,4035.933478,25.454545454545453,34942778.18181818,137.64684648551088,8657.917275468577,1.2,103.89500730562291,0.845,0.8,84.5,58.527520782167585,162.4225280877905,655526.518690909,1.0,154.3021149102577,622753.071292512,0.0,0.0,0.0,622753.071292512,0.6396588486140724,419313.3381818181,236213.18050909095,0.35,82674.61317818183,153538.56733090914,419313.33818181814,245555.62458537042,0.0,245555.62458537042,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,0.0576727093353359,14161.85816236893,0.223560028309587,228933.32558727267,51180.34074929857,30380.381410658614,6791.83892822289,1.498249838773725,257.6,6791.83892822289,0.0,57972.17967752146,622753.071292512,25198.732279124437,6,419313.3381818181,0.6733219915102808
121,24037,MARYLAND,ST MARYS,2017.0,corn_silage,127.0,24,1918.0,True,51.395122,1000.0,1918000.0,15.10236220472441,37318.71674514169,0.37,138.07925195702424,0.0,0.0,35.0,0.0,138.07925195702424,7096.599999999999,7.0,118.50823622047243,6090.7452585559995,0.0,0.0,0.0,6090.7452585559995,1.0,7096.599999999999,0.0,0.0,0.0,0.0,7091.983755355392,24599.863520177423,4.6162446446073915,24604.47976482203,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,0.0576727093353359,1419.0070098237347,0.006861314030807497,228933.32558727267,1570.7834389713748,30380.381410658614,208.4493372342352,3.610933400908012,312.8,208.4493372342352,0.0,1779.23277620561,6090.7452585559995,773.3780347616103,7,7096.599999999999,1.165144772723998
122,24037,MARYLAND,ST MARYS,2017.0,other_hay,2847.0,24,9179.0,True,1152.141042,1000.0,9179000.0,3.2240955391640322,7966.9065378195255,1.65,131.45395787402217,0.0,0.0,87.0,0.0,131.45395787402217,151453.5,50.0,180.71055497014402,208204.0471037,0.0,0.0,0.0,208204.0471037,1.0,151453.5,0.0,0.0,0.0,0.0,151354.98149701516,249061.24451810823,98.51850298481605,249159.76302109304,0,0,0,40,0,0.0,0.0,0.0,66.0,0.0,0.0576727093353359,14369.718590776672,-0.0,228933.32558727267,-0.0,30380.381410658614,-0.0,-0.0,0.0,0.0,-0.0,0.0,208204.0471037,56750.547103699995,7,151453.5,0.7274282229709286
123,24037,MARYLAND,ST MARYS,2017.0,soybean,15056.0,24,686201.0,True,6092.952416,27.27272727272727,18714572.727272727,45.57658076514346,3071.5113871771828,4.8,147.43254658450476,0.87,2.0,87.0,53.44429813688298,200.87684472138773,1223933.0563636362,0.0,0.0,0.0,5.3,270.78413929994684,1223933.0563636362,1223933.0563636362,0.7339449541284404,898299.4909090908,325633.5654545453,0.35,113971.74790909086,211661.81754545445,898299.490909091,1136673.9744509035,0.0,1136673.9744509035,20,40,20,10,10,96.0,192.0,96.0,48.0,48.0,0.0576727093353359,65555.06773754799,0.0,228933.32558727267,0.0,30380.381410658614,0.0,0.0,0.0,0.0,0.0,0.0,1223933.0563636362,0.0,6,898299.4909090908,0.7339449541284404
124,24037,MARYLAND,ST MARYS,2017.0,wheat_grain,5447.0,24,341661.0,True,2204.324642,27.27272727272727,9318027.272727272,62.7246190563613,4227.15742281634,2.3,97.22462072477582,1.32,0.75,88.0,41.84885848588178,139.07347921065758,306563.09727272723,1.25,87.89287245272628,193744.42460370754,0.0,0.0,0.0,193744.42460370754,0.6990881458966566,214314.62727272726,92248.46999999997,0.35,32286.964499999987,59961.505499999985,214314.62727272726,153280.80094821996,0.0,153280.80094821996,40,0,40,0,0,92.0,0.0,92.0,0.0,0.0,0.0576727093353359,8840.11907977417,0.7695786576596055,228933.32558727267,176182.20139900272,30380.381410658614,23380.09314520149,9.44303376527323,663.6,23380.09314520149,0.0,199562.2945442042,193744.42460370754,86743.62187518453,6,214314.62727272723,1.1061718431954612
125,24039,MARYLAND,SOMERSET,2017.0,alfalfa_hay,22.850156605473945,24,80.16284448477744,True,9.247138476042828,1000.0,80162.84448477744,3.508196721311475,8668.93522709329,2.59,224.5254223817162,0.0,0.0,87.0,0.0,224.5254223817162,2076.2176721557353,0.0,0.0,0.0,75.0,294.9516393442622,2076.2176721557353,2076.2176721557353,1.0,2076.2176721557353,0.0,0.0,0.0,0.0,2076.0975297272626,7779.945959927419,0.12014242847281126,7780.066102355891,0,0,0,0,40,0.0,0.0,0.0,0.0,103.6,81.54140280224773,634397.5038803152,0.0,371630.7253272727,0.0,1598557.662832572,0.0,0.0,0.0,0.0,0.0,0.0,2076.2176721557353,0.0,7,2076.2176721557353,1.0
126,24039,MARYLAND,SOMERSET,2017.0,corn_grain,13042.0,24,2320420.0,True,5277.914812,25.454545454545453,59065236.36363636,177.91903082349333,11191.017374767805,1.2,134.29220849721366,0.845,0.8,84.5,75.65127745343037,209.94348595064403,1108063.834181818,1.0,199.44723355313602,1052665.50818252,0.0,0.0,0.0,1052665.50818252,0.6396588486140725,708782.8363636362,399280.99781818176,0.35,139748.3492363636,259532.64858181815,708782.8363636363,950.3147004214059,0.0,950.3147004214059,40,60,40,40,10,48.0,72.0,48.0,48.0,12.0,81.54140280224773,77489.99377595924,0.23140301580037473,371630.7253272727,85996.4706048116,1598557.662832572,369911.06411025574,62.398738003570216,257.6,369911.06411025574,0.0,455907.53471506736,1052665.50818252,400509.20871576946,6,708782.8363636363,0.6733219915102809
127,24039,MARYLAND,SOMERSET,2017.0,corn_silage,,24,,True,,1000.0,,,,0.37,,0.0,0.0,35.0,,,,7.0,,,0.0,,,,,,,0.0,,,0.0,1583.543309802373,0.0,1583.543309802373,0,0,0,10,40,0.0,0.0,0.0,3.7,14.8,81.54140280224773,129124.34287939986,,371630.7253272727,,1598557.662832572,,,312.8,,,,,,3,,
